Todofuken,Area,Dan Chi Name,Total Fee,Nearest station by Walk,Best case by Walk (minute),Worst case by Walk (minute),Nearest station by Bus,Best case by Bus (minute),Worst case by Bus (minute),Address,Building Name,Building Structure,Floor,Room Num,Room Type,Floor Space,Max Floor,Rent,Common Fee,Shikikin,Systems,availableDate,Room Link,Traffic
kanagawa,sakonyama,くぬぎ台,68400,,,,相鉄本線「二俣川」駅,32.0,38.0,横浜市保土ケ谷区川島町1404,2-7号棟,鉄筋コンクリート造,5,504号室,3DK,53,5,64900,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000207504,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,68400,,,,相鉄本線「鶴ヶ峰」駅,7.0,12.0,横浜市保土ケ谷区川島町1404,2-7号棟,鉄筋コンクリート造,5,505号室,3DK,53,5,64900,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000207505,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,68400,相鉄本線「西谷」駅,15.0,20.0,,,,横浜市保土ケ谷区川島町1404,2-7号棟,鉄筋コンクリート造,5,505号室,3DK,53,5,64900,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000207505,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,68400,,,,相鉄本線「二俣川」駅,32.0,38.0,横浜市保土ケ谷区川島町1404,2-7号棟,鉄筋コンクリート造,5,505号室,3DK,53,5,64900,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000207505,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,73100,,,,相鉄本線「鶴ヶ峰」駅,7.0,12.0,横浜市保土ケ谷区川島町1404,2-2号棟,鉄筋コンクリート造,3,301号室,3DK,53,5,69600,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000202301,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,73100,相鉄本線「西谷」駅,15.0,20.0,,,,横浜市保土ケ谷区川島町1404,2-2号棟,鉄筋コンクリート造,3,301号室,3DK,53,5,69600,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000202301,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,73100,,,,相鉄本線「二俣川」駅,32.0,38.0,横浜市保土ケ谷区川島町1404,2-2号棟,鉄筋コンクリート造,3,301号室,3DK,53,5,69600,3500,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000202301,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,5680073700,,,,相鉄本線「鶴ヶ峰」駅,7.0,12.0,横浜市保土ケ谷区川島町1404,1-10号棟,鉄筋コンクリート造,2,201号室,3K,48,5,5680070200,3500,2か月,['高齢者向け優良賃貸住宅'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000110201,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,5680073700,相鉄本線「西谷」駅,15.0,20.0,,,,横浜市保土ケ谷区川島町1404,1-10号棟,鉄筋コンクリート造,2,201号室,3K,48,5,5680070200,3500,2か月,['高齢者向け優良賃貸住宅'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000110201,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,sakonyama,くぬぎ台,5680073700,,,,相鉄本線「二俣川」駅,32.0,38.0,横浜市保土ケ谷区川島町1404,1-10号棟,鉄筋コンクリート造,2,201号室,3K,48,5,5680070200,3500,2か月,['高齢者向け優良賃貸住宅'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1420_room.html?JKSS=000110201,相鉄本線「鶴ヶ峰」駅バス5分 徒歩2～7分<br>相鉄本線「西谷」駅 徒歩15～20分<br>相鉄本線「二俣川」駅バス29分 徒歩3～9分
kanagawa,hodogaya,天王町,98800,相鉄本線「天王町」駅,4,5,,,,横浜市保土ケ谷区天王町2-42-2,1号棟,鉄骨鉄筋コンクリート造,3,301号室,1LDK,50,11,96000,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000010301,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,98800,相鉄本線「西横浜」駅,10,12,,,,横浜市保土ケ谷区天王町2-42-2,1号棟,鉄骨鉄筋コンクリート造,3,301号室,1LDK,50,11,96000,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000010301,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,98800,相鉄本線「星川」駅,11,13,,,,横浜市保土ケ谷区天王町2-42-2,1号棟,鉄骨鉄筋コンクリート造,3,301号室,1LDK,50,11,96000,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000010301,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「天王町」駅,4,5,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,805号室,1LDK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030805,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「西横浜」駅,10,12,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,805号室,1LDK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030805,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「星川」駅,11,13,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,805号室,1LDK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030805,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「天王町」駅,4,5,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,815号室,2DK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030815,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「西横浜」駅,10,12,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,815号室,2DK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030815,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,99400,相鉄本線「星川」駅,11,13,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,8,815号室,2DK,50,14,96600,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000030815,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,100200,相鉄本線「天王町」駅,4,5,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,12,1204号室,1LDK,50,14,97400,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000031204,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,100200,相鉄本線「西横浜」駅,10,12,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,12,1204号室,1LDK,50,14,97400,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000031204,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,天王町,100200,相鉄本線「星川」駅,11,13,,,,横浜市保土ケ谷区天王町2-42-2,3号棟,鉄骨鉄筋コンクリート造,12,1204号室,1LDK,50,14,97400,2800,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1750_room.html?JKSS=000031204,相鉄本線「天王町」駅 徒歩4～5分<br>相鉄本線「西横浜」駅 徒歩10～12分<br>相鉄本線「星川」駅 徒歩11～13分
kanagawa,hodogaya,コンフォール明神台,102700,相鉄本線「星川」駅,8.0,12.0,,,,横浜市保土ケ谷区明神台1,1-6号棟,鉄筋コンクリート造,2,209号室,2DK,49,14,97300,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001060209,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,102700,相鉄本線「和田町」駅,9.0,16.0,,,,横浜市保土ケ谷区明神台1,1-6号棟,鉄筋コンクリート造,2,209号室,2DK,49,14,97300,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001060209,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,102700,,,,JR横須賀線「保土ケ谷」駅,13.0,18.0,横浜市保土ケ谷区明神台1,1-6号棟,鉄筋コンクリート造,2,209号室,2DK,49,14,97300,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001060209,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,119200,相鉄本線「星川」駅,8.0,12.0,,,,横浜市保土ケ谷区明神台1,1-2号棟,鉄筋コンクリート造,6,604号室,2DK,53,10,113800,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001020604,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,119200,相鉄本線「和田町」駅,9.0,16.0,,,,横浜市保土ケ谷区明神台1,1-2号棟,鉄筋コンクリート造,6,604号室,2DK,53,10,113800,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001020604,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,119200,,,,JR横須賀線「保土ケ谷」駅,13.0,18.0,横浜市保土ケ谷区明神台1,1-2号棟,鉄筋コンクリート造,6,604号室,2DK,53,10,113800,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001020604,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,130000,相鉄本線「星川」駅,8.0,12.0,,,,横浜市保土ケ谷区明神台1,1-7号棟,鉄筋コンクリート造,4,405号室,2LDK,68,8,124600,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001070405,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,130000,相鉄本線「和田町」駅,9.0,16.0,,,,横浜市保土ケ谷区明神台1,1-7号棟,鉄筋コンクリート造,4,405号室,2LDK,68,8,124600,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001070405,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,コンフォール明神台,130000,,,,JR横須賀線「保土ケ谷」駅,13.0,18.0,横浜市保土ケ谷区明神台1,1-7号棟,鉄筋コンクリート造,4,405号室,2LDK,68,8,124600,5400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_4000_room.html?JKSS=001070405,相鉄本線「星川」駅 徒歩8～12分<br>相鉄本線「和田町」駅 徒歩9～16分<br>JR横須賀線「保土ケ谷」駅バス12分 徒歩1～6分
kanagawa,hodogaya,ビューコート仏向,114100,,,,JR横須賀線「東戸塚」駅,11.0,13.0,横浜市保土ケ谷区仏向町1037-1ほか,1-2号棟,鉄筋コンクリート造,1,106号室,3LDK,80,7,110300,3800,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2840_room.html?JKSS=001020106,JR横須賀線「東戸塚」駅バス10分 徒歩1～3分<br>相鉄本線「和田町」駅 徒歩17～19分<br>JR横須賀線「保土ケ谷」駅バス14分 徒歩1～3分
kanagawa,hodogaya,ビューコート仏向,114100,相鉄本線「和田町」駅,17.0,19.0,,,,横浜市保土ケ谷区仏向町1037-1ほか,1-2号棟,鉄筋コンクリート造,1,106号室,3LDK,80,7,110300,3800,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2840_room.html?JKSS=001020106,JR横須賀線「東戸塚」駅バス10分 徒歩1～3分<br>相鉄本線「和田町」駅 徒歩17～19分<br>JR横須賀線「保土ケ谷」駅バス14分 徒歩1～3分
kanagawa,hodogaya,ビューコート仏向,114100,,,,JR横須賀線「保土ケ谷」駅,15.0,17.0,横浜市保土ケ谷区仏向町1037-1ほか,1-2号棟,鉄筋コンクリート造,1,106号室,3LDK,80,7,110300,3800,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2840_room.html?JKSS=001020106,JR横須賀線「東戸塚」駅バス10分 徒歩1～3分<br>相鉄本線「和田町」駅 徒歩17～19分<br>JR横須賀線「保土ケ谷」駅バス14分 徒歩1～3分
kanagawa,hodogaya,西久保町公園ハイツ,119300,相鉄本線「天王町」駅,5,7,,,,横浜市保土ケ谷区西久保町1-4,1号棟,鉄骨鉄筋コンクリート造,5,516号室,2LDK,59,15,116200,3100,2か月,['フリレ１か月'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2460_room.html?JKSS=000010516,相鉄本線「天王町」駅 徒歩5～7分<br>JR横須賀線「保土ケ谷」駅 徒歩11～12分<br>相鉄本線「西横浜」駅 徒歩7～8分
kanagawa,hodogaya,西久保町公園ハイツ,119300,JR横須賀線「保土ケ谷」駅,11,12,,,,横浜市保土ケ谷区西久保町1-4,1号棟,鉄骨鉄筋コンクリート造,5,516号室,2LDK,59,15,116200,3100,2か月,['フリレ１か月'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2460_room.html?JKSS=000010516,相鉄本線「天王町」駅 徒歩5～7分<br>JR横須賀線「保土ケ谷」駅 徒歩11～12分<br>相鉄本線「西横浜」駅 徒歩7～8分
kanagawa,hodogaya,西久保町公園ハイツ,119300,相鉄本線「西横浜」駅,7,8,,,,横浜市保土ケ谷区西久保町1-4,1号棟,鉄骨鉄筋コンクリート造,5,516号室,2LDK,59,15,116200,3100,2か月,['フリレ１か月'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_2460_room.html?JKSS=000010516,相鉄本線「天王町」駅 徒歩5～7分<br>JR横須賀線「保土ケ谷」駅 徒歩11～12分<br>相鉄本線「西横浜」駅 徒歩7～8分
kanagawa,sakonyama,左近山,59610,,,,相鉄本線「二俣川」駅,14,23,横浜市旭区左近山16-1ほか,1-27号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,5,502号室,3K,45,5,56100,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000127502,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,59610,,,,JR横須賀線「東戸塚」駅,26,37,横浜市旭区左近山16-1ほか,1-27号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,5,502号室,3K,45,5,56100,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000127502,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,59610,,,,相鉄本線「鶴ヶ峰」駅,25,35,横浜市旭区左近山16-1ほか,1-27号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,5,502号室,3K,45,5,56100,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000127502,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,61710,,,,相鉄本線「二俣川」駅,14,23,横浜市旭区左近山16-1ほか,1-20号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,404号室,3K,45,5,58200,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000120404,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,61710,,,,JR横須賀線「東戸塚」駅,26,37,横浜市旭区左近山16-1ほか,1-20号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,404号室,3K,45,5,58200,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000120404,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,61710,,,,相鉄本線「鶴ヶ峰」駅,25,35,横浜市旭区左近山16-1ほか,1-20号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,404号室,3K,45,5,58200,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000120404,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,62010,,,,相鉄本線「二俣川」駅,14,23,横浜市旭区左近山16-1ほか,1-29号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,6,605号室,2LDK,55,10,58500,3510,2か月,['URライト(定期借家)'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000129605,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,62010,,,,JR横須賀線「東戸塚」駅,26,37,横浜市旭区左近山16-1ほか,1-29号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,6,605号室,2LDK,55,10,58500,3510,2か月,['URライト(定期借家)'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000129605,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,62010,,,,相鉄本線「鶴ヶ峰」駅,25,35,横浜市旭区左近山16-1ほか,1-29号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,6,605号室,2LDK,55,10,58500,3510,2か月,['URライト(定期借家)'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=000129605,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,64610,,,,相鉄本線「二俣川」駅,14,23,横浜市旭区左近山16-1ほか,8-3号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,7,703号室,2LDK,56,11,61100,3510,2か月,['子育て割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008030703,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,64610,,,,JR横須賀線「東戸塚」駅,26,37,横浜市旭区左近山16-1ほか,8-3号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,7,703号室,2LDK,56,11,61100,3510,2か月,['子育て割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008030703,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,64610,,,,相鉄本線「鶴ヶ峰」駅,25,35,横浜市旭区左近山16-1ほか,8-3号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,7,703号室,2LDK,56,11,61100,3510,2か月,['子育て割'],随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008030703,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,65810,,,,相鉄本線「二俣川」駅,14,23,横浜市旭区左近山16-1ほか,8-18号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,401号室,2LDK,50,5,62300,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008180401,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,65810,,,,JR横須賀線「東戸塚」駅,26,37,横浜市旭区左近山16-1ほか,8-18号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,401号室,2LDK,50,5,62300,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008180401,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山,65810,,,,相鉄本線「鶴ヶ峰」駅,25,35,横浜市旭区左近山16-1ほか,8-18号棟,鉄筋コンクリート造、鉄骨鉄筋コンクリート造,4,401号室,2LDK,50,5,62300,3510,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_1180_room.html?JKSS=008180401,相鉄本線「二俣川」駅バス13～17分 徒歩1～6分<br>JR横須賀線「東戸塚」駅バス25～31分 徒歩1～6分<br>相鉄本線「鶴ヶ峰」駅バス24～29分 徒歩1～6分
kanagawa,sakonyama,左近山第三,84500,,,,相鉄線ほか「二俣川」駅,21,21,横浜市旭区左近山1010-1,,鉄筋コンクリート造,5,505号室,2LDK,62,5,80200,4300,2か月,"['近居割', '近居割WIDE']",随時,https://www.ur-net.go.jp/chintai/kanto/kanagawa/40_3010_room.html?JKSS=000000505,相鉄線ほか「二俣川」駅 バス16分 徒歩5分<br>JR横須賀線ほか「東戸塚」駅 バス20分 徒歩5分
